rank,score,global_score,name,type,ra_deg,dec_deg,max_mag,min_mag_or_amplitude,min_is_amplitude,amplitude_mag,period_days,primary_site,observable_sites,max_altitude_deg,minutes_above_minimum,best_night_date,best_local_time,galactic_latitude_deg,aavso_status,aavso_recent_observations,aavso_derived_period_days,aavso_period_disagrees,simbad_status,simbad_main_id,simbad_object_type,simbad_separation_arcsec,gaia_status,gaia_source_id,gaia_bp_rp,gaia_color_anomaly,ztf_status,ztf_observations,ztf_amplitude_mag,ztf_derived_period_days,ztf_period_disagrees,vsx_url,reasons
132,51.0,61.7,TW CrB,EA,241.71124,27.27628,10.300,11.300,False,1.000,0.58887583,Jersey City,Fairbanks|Jersey City,53.0,60,2026-09-18,2026-09-18T20:00:00-04:00,46.8,,,,,,,,,,,,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=10629,"max altitude 53.0 deg from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 1.00 mag; bright enough for Jersey City (10.30); time-series candidate (0.5889 d); well away from Galactic plane (b=46.8 deg); also observable from Fairbanks"
133,50.7,50.7,UV Her,M,251.39207,12.13656,9.500,15.000,False,5.500,341.95000000,Jersey City,Jersey City|Fairbanks,49.7,30,2026-09-18,2026-09-18T20:00:00-04:00,33.4,,,,,,,,,,,,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=14846,"max altitude 49.7 deg from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 5.50 mag; bright enough for Jersey City (9.50); long-period cadence friendly (341.95 d); well away from Galactic plane (b=33.4 deg); also observable from Fairbanks"
134,50.6,62.0,AG Her,RRAB,250.13687,40.61836,11.990,13.240,False,1.250,0.64944650,Jersey City,Fairbanks|Jersey City,64.6,120,2026-09-18,2026-09-18T20:00:00-04:00,41.5,ok,1192,0.6483,False,,,,,,,,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=14872,"max altitude 64.6 deg from Jersey City; usable nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 1.25 mag; bright enough for Jersey City (11.99); time-series candidate (0.6494 d); well away from Galactic plane (b=41.5 deg); also observable from Fairbanks; well-covered in AAVSO recently (1192 observations); AAVSO period 0.6483 d agrees with catalog within tolerance"
135,50.4,71.4,RS CrB,SRA,239.62820,36.02214,8.700,11.600,False,2.900,332.20000000,Jersey City,Fairbanks|Jersey City,55.4,60,2026-09-18,2026-09-18T20:00:00-04:00,49.6,unavailable,,,,,,,,ok,1372316959598411520,3.328,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=10610,"max altitude 55.4 deg from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 2.90 mag; bright enough for Jersey City (8.70); long-period cadence friendly (332.20 d); well away from Galactic plane (b=49.6 deg); also observable from Fairbanks; AAVSO recent-coverage check unavailable; Gaia ipd_frac_multi_peak=5.00 suggests blended/contaminated PSF"
136,50.4,75.0,AA Ari,SRD,30.90725,22.87286,8.540,8.730,False,0.190,33.77000000,Jersey City,Fairbanks|Jersey City,55.4,60,2026-09-22,2026-09-23T00:30:00-04:00,-37.0,unavailable,,,,,,,,ok,103695289508431360,1.715,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=3737,"max altitude 55.4 deg from Jersey City; classical GCVS variable, suitable for practice and follow-up; modest catalog amplitude about 0.19 mag; bright enough for Jersey City (8.54); long-period cadence friendly (33.77 d); well away from Galactic plane (b=-37.0 deg); also observable from Fairbanks; AAVSO recent-coverage check unavailable"
137,49.8,56.0,VX Her,RRAB,247.67000,18.36683,9.890,11.180,False,1.290,0.45535840,Jersey City,Fairbanks|Jersey City,51.8,60,2026-09-18,2026-09-18T20:00:00-04:00,39.1,,,,,,,,,,,,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=14853,"max altitude 51.8 deg from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 1.29 mag; bright enough for Jersey City (9.89); time-series candidate (0.4554 d); well away from Galactic plane (b=39.1 deg); also observable from Fairbanks"
138,49.6,72.5,ST CrB,LB,237.56683,38.33031,10.500,11.500,False,1.000,76.94574000,Jersey City,Fairbanks|Jersey City,54.6,60,2026-09-18,2026-09-18T20:00:00-04:00,51.2,unavailable,,,,,,,,ok,1376539737083915520,3.390,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=10619,"max altitude 54.6 deg from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 1.00 mag; bright enough for Jersey City (10.50); long-period cadence friendly (76.95 d); well away from Galactic plane (b=51.2 deg); also observable from Fairbanks; AAVSO recent-coverage check unavailable; Gaia ipd_frac_multi_peak=3.00 suggests blended/contaminated PSF"
139,49.3,62.4,AISV-BD J24.867+18.287,EA,24.86704,18.28708,13.820,14.350,False,0.530,8.60880000,Jersey City,Fairbanks|Jersey City,56.3,90,2026-09-22,2026-09-23T00:30:00-04:00,-43.1,,,,,,,,,,,,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=10848378,max altitude 56.3 deg from Jersey City; usable nightly window from Jersey City; catalog amplitude about 0.53 mag; bright enough for Jersey City (13.82); well away from Galactic plane (b=-43.1 deg); also observable from Fairbanks
140,48.2,48.2,GZ Aql,M,299.07159,-0.04975,11.600,16.800,False,5.200,195.00000000,Jersey City,Jersey City|Fairbanks,49.2,150,2026-09-18,2026-09-18T21:00:00-04:00,-14.4,,,,,,,,,,,,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=1347,"max altitude 49.2 deg from Jersey City; usable nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 5.20 mag; bright enough for Jersey City (11.60); long-period cadence friendly (195.00 d); also observable from Fairbanks"
141,48.1,49.1,CT Her,EA/SD+DSCT,245.11070,18.45467,10.600,11.700,False,1.100,1.78637480,Jersey City,Fairbanks|Jersey City,50.1,30,2026-09-18,2026-09-18T20:00:00-04:00,41.4,,,,,,,,,,,,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=14931,"max altitude 50.1 deg from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 1.10 mag; bright enough for Jersey City (10.60); time-series candidate (1.7864 d); well away from Galactic plane (b=41.4 deg); also observable from Fairbanks"
142,48.1,71.8,RR CrB,SRB,235.35928,38.55739,7.300,8.200,False,0.900,60.80000000,Jersey City,Fairbanks|Jersey City,53.1,60,2026-09-18,2026-09-18T20:00:00-04:00,52.9,unavailable,,,,,,,,ok,1377195973726547200,3.535,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=10609,"max altitude 53.1 deg from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.90 mag; bright enough for Jersey City (7.30); long-period cadence friendly (60.80 d); well away from Galactic plane (b=52.9 deg); also observable from Fairbanks; AAVSO recent-coverage check unavailable; Gaia ipd_frac_multi_peak=18.00 suggests blended/contaminated PSF"
143,48.1,71.3,ST Boo,RRAB/BL,232.66347,35.78453,10.490,11.410,False,0.920,0.62229070,Jersey City,Fairbanks|Jersey City,50.1,30,2026-09-18,2026-09-18T20:00:00-04:00,55.2,,,,,,,,,,,,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=4323,"max altitude 50.1 deg from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.92 mag; bright enough for Jersey City (10.49); time-series candidate (0.6223 d); well away from Galactic plane (b=55.2 deg); also observable from Fairbanks"
144,47.8,71.6,SW Ari,SR,31.26733,19.42258,9.700,11.200,False,1.500,514.00000000,Jersey City,Fairbanks|Jersey City,52.8,60,2026-09-22,2026-09-23T00:30:00-04:00,-40.1,unavailable,,,,,,,,ok,93247111546088192,3.320,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=3705,"max altitude 52.8 deg from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 1.50 mag; bright enough for Jersey City (9.70); long-period cadence friendly (514.00 d); well away from Galactic plane (b=-40.1 deg); also observable from Fairbanks; AAVSO recent-coverage check unavailable; Gaia ipd_frac_multi_peak=2.00 suggests blended/contaminated PSF"
145,47.3,73.0,V0438 And,LB,38.52533,43.52675,11.500,12.400,False,0.900,,Jersey City,Fairbanks|Jersey City,58.3,90,2026-09-22,2026-09-23T00:30:00-04:00,-15.5,unavailable,,,,,,,,ok,340411071999575552,4.294,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=438,"max altitude 58.3 deg from Jersey City; usable nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.90 mag; bright enough for Jersey City (11.50); no catalog period listed; also observable from Fairbanks; AAVSO recent-coverage check unavailable; Gaia ipd_frac_multi_peak=8.00 suggests blended/contaminated PSF"
146,47.3,60.1,RU CrB,SRA,233.90242,25.75281,8.880,10.010,False,1.130,436.00000000,Jersey City,Fairbanks|Jersey City,46.3,30,2026-09-18,2026-09-18T20:00:00-04:00,53.4,,,,,,,,,,,,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=10612,"max altitude 46.3 deg from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 1.13 mag; bright enough for Jersey City (8.88); long-period cadence friendly (436.00 d); well away from Galactic plane (b=53.4 deg); also observable from Fairbanks"
147,47.1,47.1,V0519 Aql,M,303.66638,-1.17653,11.800,15.000,False,3.200,350.00000000,Jersey City,Jersey City,48.1,150,2026-09-15,2026-09-15T21:30:00-04:00,-19.0,,,,,,,,,,,,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=1658,"max altitude 48.1 deg from Jersey City; usable nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 3.20 mag; bright enough for Jersey City (11.80); long-period cadence friendly (350.00 d)"
148,47.1,70.4,V Ari,SRB,33.75033,12.23989,8.200,8.900,False,0.700,56.38000000,Jersey City,Fairbanks|Jersey City,46.1,30,2026-09-22,2026-09-23T00:30:00-04:00,-45.7,,,,,,,,,,,,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=3687,"max altitude 46.1 deg from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.70 mag; bright enough for Jersey City (8.20); long-period cadence friendly (56.38 d); well away from Galactic plane (b=-45.7 deg); also observable from Fairbanks"
149,46.8,46.8,V0507 Aql,M,300.83432,-1.49208,11.900,14.800,False,2.900,271.00000000,Jersey City,Jersey City,47.8,150,2026-09-20,2026-09-20T21:00:00-04:00,-16.6,,,,,,,,,,,,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=1646,"max altitude 47.8 deg from Jersey City; usable nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 2.90 mag; bright enough for Jersey City (11.90); long-period cadence friendly (271.00 d)"
150,46.6,46.6,V0584 Aql,SRB,302.62430,-1.62800,8.720,10.190,False,1.470,159.00000000,Jersey City,Jersey City,47.6,150,2026-09-21,2026-09-21T21:00:00-04:00,-18.3,,,,,,,,,,,,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=1723,"max altitude 47.6 deg from Jersey City; usable nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 1.47 mag; bright enough for Jersey City (8.72); long-period cadence friendly (159.00 d)"
151,46.4,73.2,YY Boo,EA/SD+DSCT,233.86797,43.48031,11.900,13.400,False,1.500,3.93304900,Jersey City,Fairbanks|Jersey City,53.4,60,2026-09-18,2026-09-18T20:00:00-04:00,53.2,,,,,,,,,ok,1391285764265043968,0.616,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=4355,"max altitude 53.4 deg from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 1.50 mag; bright enough for Jersey City (11.90); well away from Galactic plane (b=53.2 deg); also observable from Fairbanks"
152,46.1,46.1,W Aqr,M,311.60422,-4.08344,8.300,15.200,False,6.900,376.10000000,Jersey City,Jersey City,45.1,60,2026-09-20,2026-09-20T21:30:00-04:00,-27.3,,,,,,,,,,,,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=851,"max altitude 45.1 deg from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 6.90 mag; bright enough for Jersey City (8.30); long-period cadence friendly (376.10 d); well away from Galactic plane (b=-27.3 deg)"
153,46.0,62.0,VZ Dra,RRC,245.27394,58.45082,11.400,12.200,False,0.800,0.32101700,Jersey City,Fairbanks|Jersey City,60.0,120,2026-09-18,2026-09-18T20:00:00-04:00,42.3,ok,165,0.3208,False,,,,,,,,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=13716,"max altitude 60.0 deg from Jersey City; usable nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.80 mag; bright enough for Jersey City (11.40); time-series candidate (0.3210 d); well away from Galactic plane (b=42.3 deg); also observable from Fairbanks; well-covered in AAVSO recently (165 observations); AAVSO period 0.3208 d agrees with catalog within tolerance"
154,45.8,45.8,V0510 Aql,M,301.90576,-2.45158,13.200,15.500,False,2.300,257.00000000,Jersey City,Jersey City,46.8,120,2026-09-15,2026-09-15T21:30:00-04:00,-18.0,,,,,,,,,,,,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=1649,"max altitude 46.8 deg from Jersey City; usable nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 2.30 mag; bright enough for Jersey City (13.20); long-period cadence friendly (257.00 d)"
155,45.5,72.4,TZ Boo,EW/KW,227.03804,39.97025,10.410,11.000,False,0.590,0.29716200,Jersey City,Fairbanks|Jersey City,47.5,30,2026-09-18,2026-09-18T20:00:00-04:00,59.0,,,,,,,,,,,,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=4336,"max altitude 47.5 deg from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.59 mag; bright enough for Jersey City (10.41); time-series candidate (0.2972 d); well away from Galactic plane (b=59.0 deg); also observable from Fairbanks"
156,45.3,63.3,UU Boo,RRAB,229.27193,35.11569,11.500,12.810,False,1.310,0.45692050,Jersey City,Fairbanks|Jersey City,47.3,30,2026-09-18,2026-09-18T20:00:00-04:00,58.0,,,,,,,,,,,,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=4337,"max altitude 47.3 deg from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 1.31 mag; bright enough for Jersey City (11.50); time-series candidate (0.4569 d); well away from Galactic plane (b=58.0 deg); also observable from Fairbanks"
157,45.0,46.9,V0570 Aql,SRA,300.11829,0.75428,14.900,15.900,False,1.000,152.00000000,Jersey City,Jersey City|Fairbanks,50.0,180,2026-09-19,2026-09-19T21:00:00-04:00,-15.0,,,,,,,,,,,,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=1709,"max altitude 50.0 deg from Jersey City; long nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 1.00 mag; long-period cadence friendly (152.00 d); also observable from Fairbanks"
158,44.0,44.0,EI Aql,M,302.58871,-0.22416,14.200,18.000,False,3.800,433.00000000,Jersey City,Jersey City,49.0,180,2026-09-19,2026-09-19T21:00:00-04:00,-17.6,,,,,,,,,,,,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=1292,"max altitude 49.0 deg from Jersey City; long nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 3.80 mag; long-period cadence friendly (433.00 d)"
159,43.8,72.9,VY CrB,RRAB/BL,241.54811,33.37096,14.317,0.960,True,0.960,0.46294300,Jersey City,Fairbanks|Jersey City,55.8,60,2026-09-18,2026-09-18T20:00:00-04:00,47.9,,,,,,,,,,,,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=10642,"max altitude 55.8 deg from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.96 mag; time-series candidate (0.4629 d); well away from Galactic plane (b=47.9 deg); also observable from Fairbanks"
160,42.8,67.3,RT Boo,M,229.31129,36.35928,8.700,13.400,False,4.700,276.50000000,Jersey City,Fairbanks|Jersey City,47.8,30,2026-09-18,2026-09-18T20:00:00-04:00,57.9,,,,,,,,,ok,1291323737640391552,4.912,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=4315,"max altitude 47.8 deg from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 4.70 mag; bright enough for Jersey City (8.70); long-period cadence friendly (276.50 d); well away from Galactic plane (b=57.9 deg); also observable from Fairbanks; Gaia ipd_frac_multi_peak=1.00 suggests blended/contaminated PSF"
161,42.2,69.0,V0377 And,EA,39.07871,40.20486,7.460,7.580,False,0.120,2.55428000,Jersey City,Fairbanks|Jersey City,57.2,90,2026-09-22,2026-09-23T00:30:00-04:00,-18.4,,,,,,,,,,,,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=377,"max altitude 57.2 deg from Jersey City; usable nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; modest catalog amplitude about 0.12 mag; bright enough for Jersey City (7.46); also observable from Fairbanks"
162,40.2,40.2,IT Aqr,SR,315.41858,-4.13150,7.321,0.216,True,0.216,23.24000000,Jersey City,Jersey City,45.2,30,2026-09-27,2026-09-27T21:30:00-04:00,-30.7,,,,,,,,,,,,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=1082,"max altitude 45.2 deg from Jersey City; classical GCVS variable, suitable for practice and follow-up; modest catalog amplitude about 0.22 mag; bright enough for Jersey City (7.32); long-period cadence friendly (23.24 d); well away from Galactic plane (b=-30.7 deg)"
163,39.9,71.1,ET Boo,EB,224.83467,46.81767,9.140,9.500,False,0.360,0.64504120,Jersey City,Fairbanks|Jersey City,47.9,30,2026-09-18,2026-09-18T20:00:00-04:00,58.1,unavailable,,,,,,,,ok,1587395899441029760,0.777,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=4466,"max altitude 47.9 deg from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.36 mag; bright enough for Jersey City (9.14); time-series candidate (0.6450 d); well away from Galactic plane (b=58.1 deg); also observable from Fairbanks; AAVSO recent-coverage check unavailable; Gaia ipd_frac_multi_peak=53.00 suggests blended/contaminated PSF"
164,39.7,65.0,UX And,SRB,38.36979,45.65450,8.200,9.900,False,1.700,200.00000000,Jersey City,Fairbanks|Jersey City,58.7,90,2026-09-22,2026-09-23T00:30:00-04:00,-13.6,ok,161,321.8608,,,,,,,,,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=37,"max altitude 58.7 deg from Jersey City; usable nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 1.70 mag; bright enough for Jersey City (8.20); long-period cadence friendly (200.00 d); also observable from Fairbanks; well-covered in AAVSO recently (161 observations)"
165,39.7,62.0,GZ And,EW,33.05875,44.65944,10.830,11.610,False,0.780,0.30501690,Jersey City,Fairbanks|Jersey City,61.7,120,2026-09-21,2026-09-22T00:30:00-04:00,-15.9,ok,300,,,,,,,,,,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=208,"max altitude 61.7 deg from Jersey City; usable nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.78 mag; bright enough for Jersey City (10.83); time-series candidate (0.3050 d); also observable from Fairbanks; well-covered in AAVSO recently (300 observations)"
166,38.3,38.3,V0588 Aql,LB,303.91763,-3.95094,10.600,12.100,False,1.500,105.59290000,Jersey City,Jersey City,45.3,60,2026-09-21,2026-09-21T21:00:00-04:00,-20.5,,,,,,,,,,,,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=1727,"max altitude 45.3 deg from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 1.50 mag; bright enough for Jersey City (10.60); long-period cadence friendly (105.59 d)"
167,38.1,38.1,CD Aqr,EA,319.99768,-4.10892,10.800,11.700,False,0.900,4.83776100,Jersey City,Jersey City,45.1,60,2026-09-20,2026-09-20T22:30:00-04:00,-34.7,,,,,,,,,,,,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=950,"max altitude 45.1 deg from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.90 mag; bright enough for Jersey City (10.80); well away from Galactic plane (b=-34.7 deg)"
168,35.1,35.1,V0585 Aql,M,302.66504,-3.01372,14.500,19.000,False,4.500,164.30000000,Jersey City,Jersey City,46.1,120,2026-09-18,2026-09-18T21:00:00-04:00,-19.0,,,,,,,,,,,,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=1724,"max altitude 46.1 deg from Jersey City; usable nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 4.50 mag; long-period cadence friendly (164.30 d)"
169,34.9,62.0,QX And,EW,29.49075,37.80625,11.280,11.500,False,0.220,0.41217530,Jersey City,Fairbanks|Jersey City,62.9,120,2026-09-21,2026-09-22T00:30:00-04:00,-23.2,ok,1574,0.1840,False,,,,,,,,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=332,"max altitude 62.9 deg from Jersey City; usable nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; modest catalog amplitude about 0.22 mag; bright enough for Jersey City (11.28); time-series candidate (0.4122 d); also observable from Fairbanks; well-covered in AAVSO recently (1574 observations); AAVSO period 0.1840 d agrees with catalog within tolerance"
170,25.0,75.0,CU Cam,EA,55.64971,77.17039,7.940,8.180,False,0.240,3.36370000,Jersey City,Fairbanks|Jersey City,46.0,30,2026-09-22,2026-09-23T00:30:00-04:00,17.4,,,,,,,,,ok,554378989702522368,0.134,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=4654,"max altitude 46.0 deg from Jersey City; classical GCVS variable, suitable for practice and follow-up; modest catalog amplitude about 0.24 mag; bright enough for Jersey City (7.94); also observable from Fairbanks"
171,20.0,75.0,ZTF19abrcotl,WTTS/ROT,26.82658,84.91392,14.880,15.230,False,0.350,9.06100000,Jersey City,Fairbanks|Jersey City,45.0,30,2026-09-22,2026-09-23T00:30:00-04:00,22.2,,,,,,,,,ok,573035743520017664,1.905,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=10868017,"max altitude 45.0 deg from Jersey City; survey-designated object, good data-mining follow-up candidate; catalog amplitude about 0.35 mag; also observable from Fairbanks"
172,18.2,62.0,UU Cam,EW,58.07375,74.56569,11.400,11.900,False,0.500,0.68254400,Jersey City,Fairbanks|Jersey City,46.2,30,2026-09-22,2026-09-23T00:30:00-04:00,15.8,ok,84,0.1399,,,,,,,,,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=4567,"max altitude 46.2 deg from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.50 mag; bright enough for Jersey City (11.40); time-series candidate (0.6825 d); also observable from Fairbanks; well-covered in AAVSO recently (84 observations)"
