rank,score,global_score,name,type,ra_deg,dec_deg,max_mag,min_mag_or_amplitude,min_is_amplitude,amplitude_mag,period_days,primary_site,observable_sites,max_altitude_deg,minutes_above_minimum,best_night_date,best_local_time,galactic_latitude_deg,aavso_status,aavso_recent_observations,aavso_derived_period_days,aavso_period_disagrees,simbad_status,simbad_main_id,simbad_object_type,simbad_separation_arcsec,gaia_status,gaia_source_id,gaia_bp_rp,gaia_color_anomaly,ztf_status,ztf_observations,ztf_amplitude_mag,ztf_derived_period_days,ztf_period_disagrees,vsx_url,reasons
75,78.6,78.6,AQ Leo,RRD,170.98032,10.31641,12.070,12.850,False,0.780,0.54975080,Jersey City,Jersey City,59.6,150,2026-05-04,2026-05-04T21:30:00-04:00,63.4,ok,0,,,,,,,ok,3915600771844146816,0.544,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=17101,"max altitude 59.6 deg from Jersey City; usable nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.78 mag; bright enough for Jersey City (12.07); time-series candidate (0.5498 d); well away from Galactic plane (b=63.4 deg); sparse AAVSO coverage (0 recent observations)"
76,77.7,77.7,DM Her,SRB,264.22653,34.18856,11.500,12.300,False,0.800,81.60000000,Jersey City,Jersey City,61.7,90,2026-05-17,2026-05-18T00:30:00-04:00,29.4,ok,0,,,,,,,ok,4602443150024576640,4.360,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=14946,"max altitude 61.7 deg from Jersey City; usable nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.80 mag; bright enough for Jersey City (11.50); long-period cadence friendly (81.60 d); well away from Galactic plane (b=29.4 deg); sparse AAVSO coverage (0 recent observations); Gaia ipd_frac_multi_peak=2.00 suggests blended/contaminated PSF"
77,77.6,77.6,BT Leo,RRAB,168.01921,18.50144,12.550,13.700,False,1.150,0.49973200,Jersey City,Jersey City,67.6,180,2026-05-04,2026-05-04T21:30:00-04:00,65.6,ok,268,1.5275,True,,,,,ok,3972019329100484096,0.661,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=17128,"max altitude 67.6 deg from Jersey City; long nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 1.15 mag; bright enough for Jersey City (12.55); time-series candidate (0.4997 d); well away from Galactic plane (b=65.6 deg); well-covered in AAVSO recently (268 observations); AAVSO period 1.5275 d disagrees with catalog 0.500 d"
78,77.3,77.3,DI Leo,RRAB,151.85774,13.94954,13.020,14.110,False,1.090,0.57681000,Jersey City,Jersey City,58.3,90,2026-05-04,2026-05-04T21:30:00-04:00,49.6,ok,0,,,,,,,ok,3882069038746341760,0.556,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=17163,"max altitude 58.3 deg from Jersey City; usable nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 1.09 mag; bright enough for Jersey City (13.02); time-series candidate (0.5768 d); well away from Galactic plane (b=49.6 deg); sparse AAVSO coverage (0 recent observations)"
79,77.0,77.0,RR Her,SRB,241.05586,50.49917,8.800,13.500,False,4.700,239.70000000,Jersey City,Jersey City,77.3,210,2026-05-17,2026-05-18T00:30:00-04:00,46.8,ok,14,,,,,,,ok,1403481345376841728,2.487,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=14821,"max altitude 77.3 deg from Jersey City; long nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 4.70 mag; bright enough for Jersey City (8.80); long-period cadence friendly (239.70 d); well away from Galactic plane (b=46.8 deg); AAVSO has 14 recent observations; Gaia ipd_frac_multi_peak=1.00 suggests blended/contaminated PSF"
80,77.0,77.0,ST CrB,LB,237.56683,38.33031,10.500,11.500,False,1.000,76.94574000,Jersey City,Jersey City,83.2,210,2026-05-17,2026-05-18T00:30:00-04:00,51.2,ok,18,,,,,,,ok,1376539737083915520,3.390,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=10619,"max altitude 83.2 deg from Jersey City; long nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 1.00 mag; bright enough for Jersey City (10.50); long-period cadence friendly (76.95 d); well away from Galactic plane (b=51.2 deg); AAVSO has 18 recent observations; Gaia ipd_frac_multi_peak=3.00 suggests blended/contaminated PSF"
81,77.0,77.0,AI Her,M,253.43666,48.95062,10.000,14.500,False,4.500,407.00000000,Jersey City,Jersey City,71.1,180,2026-05-17,2026-05-18T00:30:00-04:00,39.1,ok,24,207.2563,,,,,,ok,1408973646476060672,6.303,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=14874,"max altitude 71.1 deg from Jersey City; long nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 4.50 mag; bright enough for Jersey City (10.00); long-period cadence friendly (407.00 d); well away from Galactic plane (b=39.1 deg); AAVSO has 24 recent observations; Gaia ipd_frac_multi_peak=12.00 suggests blended/contaminated PSF"
82,77.0,77.0,RT CVn,M,207.18620,33.72620,9.400,17.500,False,8.100,253.90000000,Jersey City,Jersey City,83.0,210,2026-05-10,2026-05-10T23:30:00-04:00,76.0,ok,55,0.2000,True,,,,,ok,1458528154504309376,5.194,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=5029,"max altitude 83.0 deg from Jersey City; long nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 8.10 mag; bright enough for Jersey City (9.40); long-period cadence friendly (253.90 d); well away from Galactic plane (b=76.0 deg); well-covered in AAVSO recently (55 observations); AAVSO period 0.2000 d disagrees with catalog 253.900 d; Gaia ipd_frac_multi_peak=5.00 suggests blended/contaminated PSF"
83,77.0,77.0,RS CrB,SRA,239.62820,36.02214,8.700,11.600,False,2.900,332.20000000,Jersey City,Jersey City,80.7,210,2026-05-17,2026-05-18T00:30:00-04:00,49.6,ok,147,0.4998,True,,,,,ok,1372316959598411520,3.328,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=10610,"max altitude 80.7 deg from Jersey City; long nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 2.90 mag; bright enough for Jersey City (8.70); long-period cadence friendly (332.20 d); well away from Galactic plane (b=49.6 deg); well-covered in AAVSO recently (147 observations); AAVSO period 0.4998 d disagrees with catalog 332.200 d; Gaia ipd_frac_multi_peak=5.00 suggests blended/contaminated PSF"
84,76.1,76.1,Gaia DR3 3713616366948012672,VAR,204.88174,3.85685,15.000,15.170,False,0.170,0.13610890,Jersey City,Jersey City,53.1,210,2026-05-15,2026-05-15T23:00:00-04:00,64.0,ok,0,,,,,,,ok,3713616366948012672,1.131,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=10416467,"max altitude 53.1 deg from Jersey City; long nightly window from Jersey City; uncertain or broad VSX type (VAR); survey-designated object, good data-mining follow-up candidate; modest catalog amplitude about 0.17 mag; time-series candidate (0.1361 d); well away from Galactic plane (b=64.0 deg); sparse AAVSO coverage (0 recent observations); Gaia ipd_frac_multi_peak=6.00 suggests blended/contaminated PSF"
85,76.0,76.0,FN Her,EA/SD:,246.30499,11.29800,11.630,0.950,True,0.950,2.69126000,Jersey City,Jersey City,57.0,90,2026-05-17,2026-05-18T00:30:00-04:00,37.5,ok,49,,,,,,,ok,4459742483658958976,0.633,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=14988,"max altitude 57.0 deg from Jersey City; usable nightly window from Jersey City; uncertain or broad VSX type (EA/SD:); classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.95 mag; bright enough for Jersey City (11.63); well away from Galactic plane (b=37.5 deg); AAVSO has 49 recent observations"
86,75.9,75.9,GI Leo,SR,159.90649,12.38958,10.810,0.980,True,0.980,227.00000000,Jersey City,Jersey City,59.9,120,2026-05-04,2026-05-04T21:30:00-04:00,55.8,ok,0,,,,,,,ok,3884426219877942272,3.548,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=17223,"max altitude 59.9 deg from Jersey City; usable nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.98 mag; bright enough for Jersey City (10.81); long-period cadence friendly (227.00 d); well away from Galactic plane (b=55.8 deg); sparse AAVSO coverage (0 recent observations); Gaia ipd_frac_multi_peak=7.00 suggests blended/contaminated PSF"
87,75.1,75.1,FF Leo,SRB,165.56592,4.19922,9.350,9.710,False,0.360,33.52000000,Jersey City,Jersey City,53.1,120,2026-05-04,2026-05-04T21:30:00-04:00,55.3,ok,0,,,,,,,ok,3815067926886326656,3.320,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=17201,"max altitude 53.1 deg from Jersey City; usable nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.36 mag; bright enough for Jersey City (9.35); long-period cadence friendly (33.52 d); well away from Galactic plane (b=55.3 deg); sparse AAVSO coverage (0 recent observations)"
88,75.0,75.0,BW Boo,EA/DM,219.28671,35.92975,7.130,7.460,False,0.330,3.33281600,Jersey City,Jersey City,85.2,210,2026-05-07,2026-05-08T00:30:00-04:00,65.9,ok,21,,,,,,,ok,1486194340959523584,0.193,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=4403,"max altitude 85.2 deg from Jersey City; long nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.33 mag; bright enough for Jersey City (7.13); well away from Galactic plane (b=65.9 deg); AAVSO has 21 recent observations"
89,74.9,74.9,CQ Boo,RRC,223.52020,15.62967,11.700,12.200,False,0.500,0.28188300,Jersey City,Jersey City,64.9,210,2026-05-17,2026-05-18T00:00:00-04:00,59.3,ok,124,0.4051,True,,,,,ok,1185571777272936448,0.376,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=4420,"max altitude 64.9 deg from Jersey City; long nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.50 mag; bright enough for Jersey City (11.70); time-series candidate (0.2819 d); well away from Galactic plane (b=59.3 deg); well-covered in AAVSO recently (124 observations); AAVSO period 0.4051 d disagrees with catalog 0.282 d"
90,74.5,74.5,FI Dra,SRB,175.05446,68.22314,8.300,8.520,False,0.220,,Jersey City,Jersey City,62.5,210,2026-05-08,2026-05-08T21:30:00-04:00,47.5,ok,0,,,,,,,ok,1061170184142825984,2.843,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=13845,"max altitude 62.5 deg from Jersey City; long nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; modest catalog amplitude about 0.22 mag; bright enough for Jersey City (8.30); no catalog period listed; well away from Galactic plane (b=47.5 deg); sparse AAVSO coverage (0 recent observations); Gaia ipd_frac_multi_peak=1.00 suggests blended/contaminated PSF"
91,74.5,74.5,AL Cam,EA/SD:,175.10283,80.23600,10.500,11.300,False,0.800,1.32832600,Jersey City,Jersey City,50.5,210,2026-05-08,2026-05-08T21:30:00-04:00,36.4,ok,877,0.2633,True,,,,,ok,1130293589667301632,0.431,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=4598,"max altitude 50.5 deg from Jersey City; long nightly window from Jersey City; uncertain or broad VSX type (EA/SD:); classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.80 mag; bright enough for Jersey City (10.50); time-series candidate (1.3283 d); well away from Galactic plane (b=36.4 deg); well-covered in AAVSO recently (877 observations); AAVSO period 0.2633 d disagrees with catalog 1.328 d; Gaia ipd_frac_multi_peak=4.00 suggests blended/contaminated PSF"
92,74.3,74.3,SW Her,RRAB,254.61481,21.54766,13.520,14.730,False,1.210,0.49285800,Jersey City,Jersey City,61.3,120,2026-05-17,2026-05-18T00:30:00-04:00,34.0,ok,0,,,,,,,ok,4565070577998452096,0.696,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=14834,"max altitude 61.3 deg from Jersey City; usable nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 1.21 mag; bright enough for Jersey City (13.52); time-series candidate (0.4929 d); well away from Galactic plane (b=34.0 deg); sparse AAVSO coverage (0 recent observations); Gaia ipd_frac_multi_peak=1.00 suggests blended/contaminated PSF"
93,74.0,74.0,GR Boo,EW,224.97729,25.90933,11.300,11.850,False,0.550,0.37667040,Jersey City,Jersey City,75.2,210,2026-05-13,2026-05-14T00:30:00-04:00,61.3,ok,47,0.1688,False,,,,,ok,1267903865090816896,0.912,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=4503,"max altitude 75.2 deg from Jersey City; long nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.55 mag; bright enough for Jersey City (11.30); time-series candidate (0.3767 d); well away from Galactic plane (b=61.3 deg); AAVSO has 47 recent observations; AAVSO period 0.1688 d agrees with catalog within tolerance; Gaia ipd_frac_multi_peak=71.00 suggests blended/contaminated PSF"
94,74.0,74.0,SZ Boo,RRAB,220.55571,28.20656,11.920,13.050,False,1.130,0.52281840,Jersey City,Jersey City,77.5,210,2026-05-08,2026-05-09T00:30:00-04:00,65.5,ok,1520,0.2107,True,,,,,ok,1280132014939378176,0.569,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=4329,"max altitude 77.5 deg from Jersey City; long nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 1.13 mag; bright enough for Jersey City (11.92); time-series candidate (0.5228 d); well away from Galactic plane (b=65.5 deg); well-covered in AAVSO recently (1520 observations); AAVSO period 0.2107 d disagrees with catalog 0.523 d; Gaia ipd_frac_multi_peak=1.00 suggests blended/contaminated PSF"
95,74.0,74.0,UU Boo,RRAB,229.27193,35.11569,11.500,12.810,False,1.310,0.45692050,Jersey City,Jersey City,84.4,210,2026-05-17,2026-05-18T00:30:00-04:00,58.0,ok,3471,0.3160,True,,,,,ok,1290953133502546176,0.550,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=4337,"max altitude 84.4 deg from Jersey City; long nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 1.31 mag; bright enough for Jersey City (11.50); time-series candidate (0.4569 d); well away from Galactic plane (b=58.0 deg); well-covered in AAVSO recently (3471 observations); AAVSO period 0.3160 d disagrees with catalog 0.457 d; Gaia ipd_frac_multi_peak=1.00 suggests blended/contaminated PSF"
96,73.4,73.4,BG Her,M,257.36981,18.68055,9.600,12.500,False,2.900,347.74000000,Jersey City,Jersey City,57.4,90,2026-05-17,2026-05-18T00:30:00-04:00,30.6,ok,1,,,,,,,ok,4560487573019839488,6.098,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=14896,"max altitude 57.4 deg from Jersey City; usable nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 2.90 mag; bright enough for Jersey City (9.60); long-period cadence friendly (347.74 d); well away from Galactic plane (b=30.6 deg); sparse AAVSO coverage (1 recent observations); Gaia ipd_frac_multi_peak=4.00 suggests blended/contaminated PSF"
97,73.0,73.0,BU Cam,RRAB,188.98163,82.69789,13.200,14.710,False,1.510,0.44156000,Jersey City,Jersey City,48.0,210,2026-05-14,2026-05-14T22:00:00-04:00,34.4,ok,0,,,,,,,ok,1720234324464233344,0.802,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=4631,"max altitude 48.0 deg from Jersey City; long nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 1.51 mag; bright enough for Jersey City (13.20); time-series candidate (0.4416 d); well away from Galactic plane (b=34.4 deg); sparse AAVSO coverage (0 recent observations)"
98,73.0,73.0,SX CrB,LB,243.84912,33.33006,9.800,10.300,False,0.500,,Jersey City,Jersey City,76.3,180,2026-05-17,2026-05-18T00:30:00-04:00,45.9,ok,13,,,,,,,ok,1322647930562617088,3.044,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=10623,"max altitude 76.3 deg from Jersey City; long nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.50 mag; bright enough for Jersey City (9.80); no catalog period listed; well away from Galactic plane (b=45.9 deg); AAVSO has 13 recent observations; Gaia ipd_frac_multi_peak=2.00 suggests blended/contaminated PSF"
99,72.8,72.8,RW Dra,RRAB/BL,248.88167,57.83978,11.050,12.080,False,1.030,0.44291700,Jersey City,Jersey City,68.8,210,2026-05-17,2026-05-18T00:30:00-04:00,40.6,ok,16137,0.2845,True,,,,,ok,1431291700999242112,0.520,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=13687,"max altitude 68.8 deg from Jersey City; long nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 1.03 mag; bright enough for Jersey City (11.05); time-series candidate (0.4429 d); well away from Galactic plane (b=40.6 deg); well-covered in AAVSO recently (16137 observations); AAVSO period 0.2845 d disagrees with catalog 0.443 d; Gaia ipd_frac_multi_peak=2.00 suggests blended/contaminated PSF"
100,71.4,71.4,AX Leo,RRAB,173.26556,12.15389,12.548,0.360,True,0.360,0.72682450,Jersey City,Jersey City,61.4,180,2026-05-06,2026-05-06T21:30:00-04:00,66.3,ok,201,0.2822,True,,,,,ok,3917248286939430144,0.654,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=17108,"max altitude 61.4 deg from Jersey City; long nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.36 mag; bright enough for Jersey City (12.55); time-series candidate (0.7268 d); well away from Galactic plane (b=66.3 deg); well-covered in AAVSO recently (201 observations); AAVSO period 0.2822 d disagrees with catalog 0.727 d"
101,71.4,71.4,AF Leo,SRB,171.97147,15.14678,9.230,0.910,True,0.910,107.00000000,Jersey City,Jersey City,64.4,180,2026-05-05,2026-05-05T21:30:00-04:00,67.2,ok,19,,,,,,,ok,3967170482822328832,4.548,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=17091,"max altitude 64.4 deg from Jersey City; long nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.91 mag; bright enough for Jersey City (9.23); long-period cadence friendly (107.00 d); well away from Galactic plane (b=67.2 deg); AAVSO has 19 recent observations; Gaia ipd_frac_multi_peak=7.00 suggests blended/contaminated PSF"
102,70.8,70.8,EI Her,SRB,267.08493,24.70758,12.600,14.000,False,1.400,286.00000000,Jersey City,Jersey City,54.8,60,2026-05-17,2026-05-18T00:30:00-04:00,24.2,ok,0,,,,,,,ok,4581478761819638272,2.707,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=14964,"max altitude 54.8 deg from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 1.40 mag; bright enough for Jersey City (12.60); long-period cadence friendly (286.00 d); well away from Galactic plane (b=24.2 deg); sparse AAVSO coverage (0 recent observations)"
103,70.3,70.3,FN Cam,EW,140.74184,77.21969,8.480,8.970,False,0.490,0.67713600,Jersey City,Jersey City,51.3,150,2026-05-04,2026-05-04T21:30:00-04:00,34.4,ok,0,,,,,,,ok,1131545078714444032,0.516,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=4710,"max altitude 51.3 deg from Jersey City; usable nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.49 mag; bright enough for Jersey City (8.48); time-series candidate (0.6771 d); well away from Galactic plane (b=34.4 deg); sparse AAVSO coverage (0 recent observations)"
104,70.0,70.0,CG Boo,RRAB,214.13420,27.65813,14.281,0.710,True,0.710,0.60532000,Jersey City,Jersey City,76.9,210,2026-05-17,2026-05-17T23:30:00-04:00,71.1,ok,131,4.8276,True,,,,,ok,1260480306176910976,0.594,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=4411,"max altitude 76.9 deg from Jersey City; long nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.71 mag; time-series candidate (0.6053 d); well away from Galactic plane (b=71.1 deg); well-covered in AAVSO recently (131 observations); AAVSO period 4.8276 d disagrees with catalog 0.605 d"
105,70.0,70.0,VY CrB,RRAB/BL,241.54811,33.37096,14.317,0.960,True,0.960,0.46294300,Jersey City,Jersey City,77.8,180,2026-05-17,2026-05-18T00:30:00-04:00,47.9,ok,376,0.6072,True,,,,,ok,1323572448042850560,0.526,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=10642,"max altitude 77.8 deg from Jersey City; long nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.96 mag; time-series candidate (0.4629 d); well away from Galactic plane (b=47.9 deg); well-covered in AAVSO recently (376 observations); AAVSO period 0.6072 d disagrees with catalog 0.463 d"
106,69.0,69.0,GG Dra,EB,247.98175,52.99086,8.770,8.890,False,0.120,2.26957000,Jersey City,Jersey City,72.4,210,2026-05-17,2026-05-18T00:30:00-04:00,42.1,ok,15,,,,,,,ok,1425033869225305728,0.573,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=13862,"max altitude 72.4 deg from Jersey City; long nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; modest catalog amplitude about 0.12 mag; bright enough for Jersey City (8.77); well away from Galactic plane (b=42.1 deg); AAVSO has 15 recent observations"
107,68.6,68.6,Gaia DR3 798616118920107136,ROT,140.94627,35.39845,14.400,14.540,False,0.140,1.41242000,Jersey City,Jersey City,65.6,120,2026-05-04,2026-05-04T21:30:00-04:00,45.4,ok,0,,,,,,,ok,798616118920107136,1.684,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=10487474,"max altitude 65.6 deg from Jersey City; usable nightly window from Jersey City; survey-designated object, good data-mining follow-up candidate; modest catalog amplitude about 0.14 mag; time-series candidate (1.4124 d); well away from Galactic plane (b=45.4 deg); sparse AAVSO coverage (0 recent observations)"
108,68.4,68.4,CN Cam,RRAB/BL,174.04926,81.29364,9.530,9.880,False,0.350,0.62144650,Jersey City,Jersey City,49.4,210,2026-05-07,2026-05-07T21:30:00-04:00,35.3,ok,0,,,,,,,ok,1133454140138001664,0.644,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=4647,"max altitude 49.4 deg from Jersey City; long nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.35 mag; bright enough for Jersey City (9.53); time-series candidate (0.6214 d); well away from Galactic plane (b=35.3 deg); sparse AAVSO coverage (0 recent observations); Gaia ipd_frac_multi_peak=18.00 suggests blended/contaminated PSF"
109,68.4,68.4,EU Leo,LB,160.34775,8.56264,7.590,7.710,False,0.120,,Jersey City,Jersey City,56.4,120,2026-05-04,2026-05-04T21:30:00-04:00,54.1,ok,0,,,,,,,ok,3869018076243282944,2.060,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=17195,"max altitude 56.4 deg from Jersey City; usable nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; modest catalog amplitude about 0.12 mag; bright enough for Jersey City (7.59); no catalog period listed; well away from Galactic plane (b=54.1 deg); sparse AAVSO coverage (0 recent observations)"
110,68.2,68.2,RV Her,M,255.13852,31.22328,9.000,15.500,False,6.500,205.23000000,Jersey City,Jersey City,67.2,120,2026-05-17,2026-05-18T00:30:00-04:00,36.2,ok,43,204.8585,False,,,,,ok,1310298456477806976,5.233,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=14825,"max altitude 67.2 deg from Jersey City; usable nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 6.50 mag; bright enough for Jersey City (9.00); long-period cadence friendly (205.23 d); well away from Galactic plane (b=36.2 deg); AAVSO has 43 recent observations; AAVSO period 204.8585 d agrees with catalog within tolerance; Gaia ipd_frac_multi_peak=3.00 suggests blended/contaminated PSF"
111,67.9,67.9,CT Her,EA/SD+DSCT,245.11070,18.45467,10.600,11.700,False,1.100,1.78637480,Jersey City,Jersey City,63.9,150,2026-05-17,2026-05-18T00:30:00-04:00,41.4,ok,1581,0.1367,True,,,,,ok,1200454186846370432,0.248,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=14931,"max altitude 63.9 deg from Jersey City; usable nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 1.10 mag; bright enough for Jersey City (10.60); time-series candidate (1.7864 d); well away from Galactic plane (b=41.4 deg); well-covered in AAVSO recently (1581 observations); AAVSO period 0.1367 d disagrees with catalog 1.786 d"
112,67.6,67.6,DN Boo,EW,207.92517,14.30164,11.060,11.260,False,0.200,0.44756400,Jersey City,Jersey City,63.6,210,2026-05-11,2026-05-11T23:30:00-04:00,71.0,ok,1255,0.1870,True,,,,,ok,3728971527866756096,0.588,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=4439,"max altitude 63.6 deg from Jersey City; long nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; modest catalog amplitude about 0.20 mag; bright enough for Jersey City (11.06); time-series candidate (0.4476 d); well away from Galactic plane (b=71.0 deg); well-covered in AAVSO recently (1255 observations); AAVSO period 0.1870 d disagrees with catalog 0.448 d"
113,65.4,65.4,FL Cam,LB,132.69421,78.16514,7.015,0.280,True,0.280,35.68000000,Jersey City,Jersey City,49.4,120,2026-05-04,2026-05-04T21:30:00-04:00,32.5,ok,0,,,,,,,ok,1137916542438611712,2.944,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=4708,"max altitude 49.4 deg from Jersey City; usable nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.28 mag; bright enough for Jersey City (7.01); long-period cadence friendly (35.68 d); well away from Galactic plane (b=32.5 deg); sparse AAVSO coverage (0 recent observations); Gaia ipd_frac_multi_peak=9.00 suggests blended/contaminated PSF"
114,65.1,65.1,UZ Leo,EW/KE,160.13829,13.56689,9.580,10.150,False,0.570,0.61805700,Jersey City,Jersey City,61.1,120,2026-05-04,2026-05-04T21:30:00-04:00,56.6,ok,822,0.1763,True,,,,,ok,3884801084623441152,0.534,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=17070,"max altitude 61.1 deg from Jersey City; usable nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 0.57 mag; bright enough for Jersey City (9.58); time-series candidate (0.6181 d); well away from Galactic plane (b=56.6 deg); well-covered in AAVSO recently (822 observations); AAVSO period 0.1763 d disagrees with catalog 0.618 d"
115,64.3,64.3,AV Dra,RRAB/BL,269.93420,51.88381,12.500,13.570,False,1.070,0.55560000,Jersey City,Jersey City,60.3,120,2026-05-17,2026-05-18T00:30:00-04:00,28.8,ok,105,0.3577,True,,,,,ok,1367682273272399488,0.619,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=13747,"max altitude 60.3 deg from Jersey City; usable nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 1.07 mag; bright enough for Jersey City (12.50); time-series candidate (0.5556 d); well away from Galactic plane (b=28.8 deg); well-covered in AAVSO recently (105 observations); AAVSO period 0.3577 d disagrees with catalog 0.556 d"
116,63.5,63.5,TU Her,EA/SD,258.39737,30.71000,10.860,14.300,False,3.440,2.26695600,Jersey City,Jersey City,64.5,120,2026-05-17,2026-05-18T00:30:00-04:00,33.3,ok,1898,0.2061,True,,,,,ok,1333162251022354048,0.470,,,,,,,https://www.aavso.org/vsx/index.php?view=detail.top&oid=14839,"max altitude 64.5 deg from Jersey City; usable nightly window from Jersey City; classical GCVS variable, suitable for practice and follow-up; catalog amplitude about 3.44 mag; bright enough for Jersey City (10.86); well away from Galactic plane (b=33.3 deg); well-covered in AAVSO recently (1898 observations); AAVSO period 0.2061 d disagrees with catalog 2.267 d"
